sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgMT1M_4,Hbe,R1,T1,MT1M,No,-0.0650845771295647,-,0.159863945578231,0.189597315436242,0.474327146966169
sgZPR1_1,Hbe,R2,T1,ZPR1,No,-0.0649029556808967,+,0.158163265306122,0.157718120805369,0.522976304615806
sgPHF19_5,Susa,R1,T2,PHF19,No,-0.0648187559219586,-,0.496598639455782,0.161073825503356,0.720084006757065
sgNUDT5_2,Hbe,R2,T6,NUDT5,No,-0.0647954580475809,-,0.877551020408163,0.0654362416107383,0.959497557412227
sgATP6V0C_6,Susa,R1,T2,ATP6V0C,No,-0.0646582644900064,+,0.498299319727891,0.161073825503356,0.720084006757065
sgTRIM40_1,Susa,R2,T2,TRIM40,No,-0.0645942331216558,-,0.397959183673469,0.218120805369128,0.594176596813222
sgSOX14_2,Hbe,R2,T2,SOX14,No,-0.0645507785022326,-,0.547619047619048,0.120805369127517,0.806402091037757
sgUTP23_4,Susa,R1,T4,UTP23,No,-0.0645218758794497,+,0.845238095238095,0.0822147651006711,0.941529128429895
sgNUF2_4,Hbe,R2,T3,NUF2,No,-0.0644805979954577,+,0.797619047619048,0.11241610738255,0.910426083184952
sgWDR61_4,Susa,R1,T2,WDR61,No,-0.0644404899406235,+,0.5,0.161073825503356,0.720084006757065
sgST3GAL3_6,Susa,R2,T2,ST3GAL3,No,-0.0644224356665757,-,0.397959183673469,0.221476510067114,0.594176596813222
sgCOTL1_2,Susa,R2,T3,COTL1,No,-0.0644071523295193,-,0.693877551020408,0.214765100671141,0.804724238688764
sgPICALM_6,Hbe,R1,T2,PICALM,No,-0.0642941576215996,-,0.576530612244898,0.154362416107383,0.764732570880701
sgZPR1_2,Hbe,R1,T2,ZPR1,No,-0.0642929493811257,+,0.578231292517007,0.154362416107383,0.764732570880701
sgZNF432_2,Hbe,R1,T2,ZNF432,No,-0.0642149152678573,-,0.578231292517007,0.156040268456376,0.764732570880701
sgATP6V0C_6,Susa,R1,T1,ATP6V0C,No,-0.0641846857287818,+,0.170068027210884,0.152684563758389,0.48289617860567
sgTRRAP_3,Susa,R1,T2,TRRAP,No,-0.0641299217197555,+,0.501700680272109,0.161073825503356,0.720084006757065
sgBANF2_2,Susa,R1,T5,BANF2,No,-0.0640745387686465,-,0.879251700680272,0.0973154362416107,0.94936481303931
sgNSF_4,Susa,R2,T4,NSF,No,-0.0640579618904722,+,0.751700680272109,0.172818791946309,0.845763137469753
sgMYO1B_6,Hbe,R2,T6,MYO1B,No,-0.064020779586599,-,0.877551020408163,0.0671140939597315,0.959497557412227
sgBUD31_6,Hbe,R1,T1,BUD31,No,-0.0639676611074362,+,0.16156462585034,0.189597315436242,0.474327146966169
sgMRPS34_5,Susa,R2,T3,MRPS34,No,-0.0639665675152408,+,0.695578231292517,0.214765100671141,0.804724238688764
sgAARS_5,Susa,R1,T6,AARS,No,-0.06396017048599,+,0.874149659863946,0.119127516778523,0.935257156553897
sgKIR2DL1_1,Hbe,R1,T6,KIR2DL1,No,-0.0639524911741667,-,0.846938775510204,0.0788590604026846,0.940955576861617
sgMCM2_2,Susa,R1,T2,MCM2,No,-0.0639405425574533,+,0.503401360544218,0.161073825503356,0.720084006757065
sgCGB1_4,Susa,R2,T2,CGB1,No,-0.0639301411749558,-,0.397959183673469,0.224832214765101,0.594176596813222
sgNUDT5_6,Hbe,R1,T5,NUDT5,No,-0.0638544763765378,-,0.875850340136054,0.0939597315436242,0.948229123864311
sgXPO1_5,Susa,R2,T6,XPO1,No,-0.0638242900037891,+,0.80952380952381,0.228187919463087,0.862398986440214
sgCTDP1_5,Hbe,R2,T4,CTDP1,No,-0.0638155444813486,+,0.855442176870748,0.0838926174496644,0.946659704150116
sgGAPDH_3,Susa,R1,T2,GAPDH,No,-0.0638009930279244,+,0.505102040816326,0.161073825503356,0.720084006757065
sgNDC80_4,Susa,R1,T2,NDC80,No,-0.063790107204778,+,0.506802721088435,0.161073825503356,0.720084006757065
sgACTL6A_1,Hbe,R2,T1,ACTL6A,No,-0.0637751135701845,+,0.159863945578231,0.157718120805369,0.522976304615806
sgBRAF_6,Hbe,R2,T1,BRAF,No,-0.0637523095003396,-,0.159863945578231,0.159395973154362,0.522976304615806
sgEIF2B1_4,Hbe,R1,T1,EIF2B1,No,-0.0637258623372965,+,0.163265306122449,0.189597315436242,0.474327146966169
sgAADACL2_4,Hbe,R1,T2,AADACL2,No,-0.0637092037051517,-,0.578231292517007,0.157718120805369,0.764732570880701
sgFAT1_3,Susa,R2,T6,FAT1,No,-0.0636807913666253,-,0.80952380952381,0.229865771812081,0.862398986440214
sgTCAIM_4,Susa,R2,T1,TCAIM,No,-0.0636807022439969,-,0.0782312925170068,0.221476510067114,0.343665822033511
sgGUK1_3,Hbe,R1,T6,GUK1,No,-0.0636576802552056,+,0.848639455782313,0.0788590604026846,0.940955576861617
sgWDR74_4,Hbe,R2,T2,WDR74,No,-0.0636261848308708,+,0.549319727891156,0.120805369127517,0.806402091037757
sgXAB2_5,Susa,R1,T1,XAB2,No,-0.063599258953897,+,0.171768707482993,0.152684563758389,0.48289617860567
sgPCNA_3,Hbe,R2,T1,PCNA,No,-0.0635587753814744,+,0.16156462585034,0.159395973154362,0.522976304615806
sgGAPDH_5,Susa,R1,T5,GAPDH,No,-0.0635584612227693,+,0.880952380952381,0.0973154362416107,0.94936481303931
sgPRB1_5,Hbe,R2,T2,PRB1,No,-0.0635344962617972,-,0.549319727891156,0.12248322147651,0.806402091037757
sgNDC80_6,Susa,R2,T6,NDC80,No,-0.0634880414505021,+,0.811224489795918,0.229865771812081,0.862398986440214
sgYARS2_2,Hbe,R2,T4,YARS2,No,-0.0634716210712065,+,0.857142857142857,0.0838926174496644,0.946659704150116
sgAARS_4,Susa,R2,T4,AARS,No,-0.0634292679371016,+,0.753401360544218,0.172818791946309,0.845763137469753
sgBMP10_1,Hbe,R2,T5,BMP10,No,-0.0634098436855892,-,0.877551020408163,0.0805369127516778,0.954238574624481
sgC9orf16_6,Hbe,R1,T5,C9orf16,No,-0.0633903044825681,-,0.875850340136054,0.0956375838926175,0.948229123864311
sgUBQLN3_6,Hbe,R2,T4,UBQLN3,No,-0.0633864921043128,-,0.857142857142857,0.0855704697986577,0.946659704150116
sgUTP23_4,Susa,R2,T6,UTP23,No,-0.0633298680872199,+,0.812925170068027,0.229865771812081,0.862398986440214
sgZNF552_6,Susa,R1,T1,ZNF552,No,-0.0631943920666056,-,0.171768707482993,0.154362416107383,0.48289617860567
sgPTEN_5,Hbe,R1,T6,PTEN,No,-0.0631844676596223,-,0.848639455782313,0.0805369127516778,0.940955576861617
sgEXOSC7_1,Hbe,R1,T2,EXOSC7,No,-0.0631789931216566,+,0.579931972789116,0.157718120805369,0.764732570880701
sgBANF2_1,Susa,R2,T6,BANF2,No,-0.0631582623296627,-,0.812925170068027,0.231543624161074,0.862398986440214
sgPOMZP3_1,Susa,R1,T6,POMZP3,No,-0.0630678018550492,-,0.874149659863946,0.120805369127517,0.935257156553897
sgGFM1_3,Hbe,R2,T2,GFM1,No,-0.0630642527912895,+,0.551020408163265,0.12248322147651,0.806402091037757
sgAADACL2_5,Susa,R2,T6,AADACL2,No,-0.0630481606629272,-,0.812925170068027,0.233221476510067,0.862398986440214
sgUTP23_5,Susa,R1,T1,UTP23,No,-0.063010152551171,+,0.173469387755102,0.154362416107383,0.48289617860567
sgBMP10_6,Hbe,R2,T5,BMP10,No,-0.0629814092117762,-,0.877551020408163,0.0822147651006711,0.954238574624481
sgGAPDH_3,Hbe,R2,T1,GAPDH,No,-0.0629568927437512,+,0.163265306122449,0.159395973154362,0.522976304615806
sgWDR12_5,Susa,R2,T4,WDR12,No,-0.0628847098760785,+,0.755102040816326,0.172818791946309,0.845763137469753
sgZPR1_5,Susa,R2,T4,ZPR1,No,-0.0628098505769557,+,0.756802721088435,0.172818791946309,0.845763137469753
sgPES1_6,Hbe,R2,T2,PES1,No,-0.0625906360559938,+,0.552721088435374,0.12248322147651,0.806402091037757
sgATP6V0C_3,Hbe,R1,T2,ATP6V0C,No,-0.0625517129834385,+,0.581632653061224,0.157718120805369,0.764732570880701
sgPRB1_3,Susa,R1,T2,PRB1,No,-0.062534318131775,-,0.506802721088435,0.162751677852349,0.720084006757065
sgTRMT112_4,Hbe,R2,T5,TRMT112,No,-0.062480061545175,+,0.879251700680272,0.0822147651006711,0.954238574624481
sgKIR2DL1_5,Hbe,R1,T2,KIR2DL1,No,-0.0624342447107864,-,0.581632653061224,0.159395973154362,0.764732570880701
sgATR_4,Hbe,R1,T6,ATR,No,-0.0624109247140578,+,0.850340136054422,0.0805369127516778,0.940955576861617
sgNLRP5_4,Susa,R1,T1,NLRP5,No,-0.0623419700559524,-,0.173469387755102,0.156040268456376,0.48289617860567
sgIL12B_3,Hbe,R1,T6,IL12B,No,-0.0623342798512758,-,0.850340136054422,0.0822147651006711,0.940955576861617
sgTRAPPC1_5,Susa,R1,T2,TRAPPC1,No,-0.06230841630952,+,0.508503401360544,0.162751677852349,0.720084006757065
sgZNF552_2,Susa,R2,T1,ZNF552,No,-0.0623052379600484,-,0.0782312925170068,0.223154362416107,0.343665822033511
sgIARS2_1,Susa,R1,T3,IARS2,No,-0.0622553315189522,+,0.748299319727891,0.120805369127517,0.877981897456969
sgC9orf16_1,Hbe,R1,T6,C9orf16,No,-0.0622544533976712,-,0.850340136054422,0.0838926174496644,0.940955576861617
sgIARS2_1,Hbe,R1,T3,IARS2,No,-0.0621905198660722,+,0.797619047619048,0.0788590604026846,0.922673263936447
sgIARS2_2,Susa,R2,T2,IARS2,No,-0.0621803659681943,+,0.401360544217687,0.224832214765101,0.594176596813222
sgBANF2_1,Susa,R1,T3,BANF2,No,-0.0621674669271841,-,0.748299319727891,0.12248322147651,0.877981897456969
sgCTDP1_1,Hbe,R2,T5,CTDP1,No,-0.0621115534683918,+,0.880952380952381,0.0822147651006711,0.954238574624481
sgALG1_5,Hbe,R1,T1,ALG1,No,-0.0620758782036632,+,0.164965986394558,0.189597315436242,0.474327146966169
sgAIG1_3,Susa,R1,T2,AIG1,No,-0.0619527827662583,-,0.508503401360544,0.164429530201342,0.720084006757065
sgAADAT_6,Hbe,R1,T6,AADAT,No,-0.0619384598987529,-,0.850340136054422,0.0855704697986577,0.940955576861617
sgADARB1_3,Hbe,R1,T6,ADARB1,No,-0.0619369183897311,-,0.850340136054422,0.087248322147651,0.940955576861617
sgIL12B_6,Susa,R2,T6,IL12B,No,-0.0619066284881775,-,0.812925170068027,0.23489932885906,0.862398986440214
sgSVIP_1,Susa,R2,T2,SVIP,No,-0.0618736661041113,-,0.401360544217687,0.228187919463087,0.594176596813222
sgPOLR3H_1,Hbe,R2,T2,POLR3H,No,-0.0617527056840159,+,0.554421768707483,0.12248322147651,0.806402091037757
sgNLRP8_4,Susa,R1,T2,NLRP8,No,-0.0617311243730678,-,0.508503401360544,0.166107382550336,0.720084006757065
sgACTL6A_6,Hbe,R2,T3,ACTL6A,No,-0.0616347913624138,+,0.799319727891156,0.11241610738255,0.910426083184952
sgLIM2_2,Susa,R1,T5,LIM2,No,-0.0616171192170225,-,0.880952380952381,0.098993288590604,0.94936481303931
sgSNRPD2_4,Susa,R2,T5,SNRPD2,No,-0.061582692571527,+,0.82312925170068,0.184563758389262,0.881129297356526
sgSOX14_2,Susa,R2,T1,SOX14,No,-0.0615737966783541,-,0.0782312925170068,0.224832214765101,0.343665822033511
sgAADAT_2,Susa,R2,T2,AADAT,No,-0.0615299527869371,-,0.401360544217687,0.231543624161074,0.594176596813222
sgPOMZP3_6,Hbe,R2,T2,POMZP3,No,-0.061499505632868,-,0.554421768707483,0.124161073825503,0.806402091037757
sgPTEN_6,Susa,R2,T1,PTEN,No,-0.0614926686828792,-,0.0782312925170068,0.226510067114094,0.343665822033511
sgPES1_2,Hbe,R1,T1,PES1,No,-0.0614449267103605,+,0.166666666666667,0.189597315436242,0.474327146966169
sgNVL_5,Hbe,R2,T1,NVL,No,-0.06134325325942,+,0.164965986394558,0.159395973154362,0.522976304615806
sgZNF432_2,Hbe,R2,T1,ZNF432,No,-0.0613370406082532,-,0.164965986394558,0.161073825503356,0.522976304615806
sgSVIP_6,Susa,R2,T5,SVIP,No,-0.0612973818141826,-,0.82312925170068,0.186241610738255,0.881129297356526
sgGAPDH_6,Hbe,R1,T6,GAPDH,No,-0.0612043222260075,+,0.852040816326531,0.087248322147651,0.940955576861617
sgTRMT112_3,Hbe,R1,T1,TRMT112,No,-0.0611640725365428,+,0.168367346938776,0.189597315436242,0.474327146966169
sgKIR2DL1_1,Hbe,R2,T1,KIR2DL1,No,-0.0610567221446923,-,0.164965986394558,0.162751677852349,0.522976304615806
sgTGIF2LY_2,Hbe,R1,T4,TGIF2LY,No,-0.0610467701569029,-,0.863945578231292,0.0620805369127517,0.955950668858147
sgGUK1_2,Hbe,R1,T2,GUK1,No,-0.0610215422074574,+,0.583333333333333,0.159395973154362,0.764732570880701
sgWDR74_2,Susa,R2,T1,WDR74,No,-0.0609787202723533,+,0.0799319727891157,0.226510067114094,0.343665822033511
sgSVIP_5,Susa,R2,T2,SVIP,No,-0.0609436387813647,-,0.401360544217687,0.23489932885906,0.594176596813222
sgCGB1_3,Hbe,R2,T6,CGB1,No,-0.060921508565126,-,0.877551020408163,0.0687919463087248,0.959497557412227
sgMT1M_1,Hbe,R1,T1,MT1M,No,-0.060867793288657,-,0.168367346938776,0.191275167785235,0.474327146966169
sgS100G_4,Susa,R1,T3,S100G,No,-0.0608462457155938,-,0.748299319727891,0.124161073825503,0.877981897456969
sgBRAF_2,Susa,R1,T3,BRAF,No,-0.0608397905209888,-,0.748299319727891,0.125838926174497,0.877981897456969
sgNVL_1,Hbe,R2,T5,NVL,No,-0.0608367946214885,+,0.88265306122449,0.0822147651006711,0.954238574624481
sgGAPDH_2,Hbe,R1,T1,GAPDH,No,-0.0608059369140506,+,0.170068027210884,0.191275167785235,0.474327146966169
sgNLRP8_2,Susa,R2,T3,NLRP8,No,-0.0607923027644008,-,0.695578231292517,0.216442953020134,0.804724238688764
sgCTDP1_3,Hbe,R1,T1,CTDP1,No,-0.0607922697077496,+,0.171768707482993,0.191275167785235,0.474327146966169
sgADARB1_2,Hbe,R1,T2,ADARB1,No,-0.0607640871090076,-,0.583333333333333,0.161073825503356,0.764732570880701
sgYARS2_5,Hbe,R2,T1,YARS2,No,-0.060731037350219,+,0.166666666666667,0.162751677852349,0.522976304615806
sgIARS2_5,Hbe,R2,T6,IARS2,No,-0.0607010176638831,+,0.879251700680272,0.0687919463087248,0.959497557412227
sgTRAPPC1_3,Hbe,R1,T2,TRAPPC1,No,-0.0605695750165451,+,0.585034013605442,0.161073825503356,0.764732570880701
sgST3GAL3_4,Susa,R2,T2,ST3GAL3,No,-0.060561655282954,-,0.401360544217687,0.238255033557047,0.594176596813222
sgMRPS34_3,Hbe,R1,T4,MRPS34,No,-0.0605180280010127,+,0.865646258503401,0.0620805369127517,0.955950668858147
sgDDX20_6,Hbe,R1,T1,DDX20,No,-0.0604348850794536,+,0.173469387755102,0.191275167785235,0.474327146966169
sgBRAF_6,Susa,R2,T1,BRAF,No,-0.0603710814292393,-,0.0799319727891157,0.228187919463087,0.343665822033511
sgCDK7_2,Hbe,R1,T2,CDK7,No,-0.0602494836106171,+,0.586734693877551,0.161073825503356,0.764732570880701
sgGFM1_1,Hbe,R1,T5,GFM1,No,-0.0601378224956943,+,0.877551020408163,0.0956375838926175,0.948229123864311
sgZPR1_3,Hbe,R1,T1,ZPR1,No,-0.0600569212404842,+,0.175170068027211,0.191275167785235,0.474327146966169
sgST3GAL3_1,Susa,R1,T2,ST3GAL3,No,-0.0600477181260957,-,0.508503401360544,0.167785234899329,0.720084006757065
sgNLRP8_1,Susa,R2,T6,NLRP8,No,-0.0600276680206844,-,0.812925170068027,0.236577181208054,0.862398986440214
sgEIF4E2_2,Hbe,R1,T3,EIF4E2,No,-0.0598607747491124,-,0.797619047619048,0.0805369127516778,0.922673263936447
sgATR_1,Hbe,R1,T6,ATR,No,-0.0598455181877571,+,0.853741496598639,0.087248322147651,0.940955576861617
sgTGIF2LY_6,Susa,R1,T3,TGIF2LY,No,-0.0597988837884538,-,0.748299319727891,0.12751677852349,0.877981897456969
sgMT1M_4,Susa,R1,T2,MT1M,No,-0.0597585075691485,-,0.508503401360544,0.169463087248322,0.720084006757065
sgMRPS34_3,Hbe,R2,T2,MRPS34,No,-0.0597580523559436,+,0.556122448979592,0.124161073825503,0.806402091037757
sgPES1_4,Susa,R2,T4,PES1,No,-0.0597441577066313,+,0.758503401360544,0.172818791946309,0.845763137469753
sgGFRA1_4,Hbe,R2,T2,GFRA1,No,-0.0597436455368587,-,0.556122448979592,0.125838926174497,0.806402091037757
sgWDR74_6,Hbe,R2,T2,WDR74,No,-0.0595724438372294,+,0.557823129251701,0.125838926174497,0.806402091037757
sgBRAF_2,Susa,R2,T2,BRAF,No,-0.0595590751087811,-,0.401360544217687,0.241610738255034,0.594176596813222
sgRFC5_5,Hbe,R2,T2,RFC5,No,-0.0595133443929057,+,0.55952380952381,0.125838926174497,0.806402091037757
sgS100G_4,Susa,R1,T2,S100G,No,-0.0594156237087686,-,0.508503401360544,0.171140939597315,0.720084006757065
sgAADACL2_3,Susa,R1,T1,AADACL2,No,-0.0593800750205413,-,0.173469387755102,0.157718120805369,0.48289617860567
sgNLRP5_1,Susa,R2,T5,NLRP5,No,-0.0593612999514237,-,0.82312925170068,0.187919463087248,0.881129297356526
sgWDR61_4,Susa,R2,T3,WDR61,No,-0.0592863683636224,+,0.697278911564626,0.216442953020134,0.804724238688764
sgNLRP8_6,Susa,R1,T2,NLRP8,No,-0.0592708806989037,-,0.508503401360544,0.172818791946309,0.720084006757065
sgATR_3,Hbe,R1,T2,ATR,No,-0.05921083749364,+,0.58843537414966,0.161073825503356,0.764732570880701
sgUBQLN3_1,Susa,R1,T1,UBQLN3,No,-0.0592049036342108,-,0.173469387755102,0.159395973154362,0.48289617860567
sgPES1_5,Susa,R1,T5,PES1,No,-0.0591745496039833,+,0.88265306122449,0.098993288590604,0.94936481303931
sgBOLA1_6,Hbe,R1,T2,BOLA1,No,-0.0591682294292446,-,0.58843537414966,0.162751677852349,0.764732570880701
sgGUK1_1,Susa,R1,T4,GUK1,No,-0.059166613418645,+,0.846938775510204,0.0822147651006711,0.941529128429895
sgNVL_3,Susa,R2,T2,NVL,No,-0.0591538404873977,+,0.404761904761905,0.241610738255034,0.594176596813222
sgGAPDH_1,Susa,R2,T2,GAPDH,No,-0.0591301763095091,+,0.408163265306122,0.241610738255034,0.594176596813222
sgTRMT112_3,Hbe,R1,T2,TRMT112,No,-0.0591111169041136,+,0.590136054421769,0.162751677852349,0.764732570880701
sgALG1_2,Susa,R2,T2,ALG1,No,-0.058907061594355,+,0.41156462585034,0.241610738255034,0.594176596813222
sgEIF2B1_4,Hbe,R1,T2,EIF2B1,No,-0.0588329174292364,+,0.591836734693878,0.162751677852349,0.764732570880701
sgEXOSC7_5,Susa,R1,T3,EXOSC7,No,-0.058828028272492,+,0.75,0.12751677852349,0.877981897456969
sgEIF2B1_1,Hbe,R1,T4,EIF2B1,No,-0.0588203378477754,+,0.86734693877551,0.0620805369127517,0.955950668858147
sgACTL6A_3,Hbe,R1,T3,ACTL6A,No,-0.0588003451530059,+,0.799319727891156,0.0805369127516778,0.922673263936447
sgCDK7_3,Susa,R2,T2,CDK7,No,-0.0587272336438178,+,0.414965986394558,0.241610738255034,0.594176596813222
sgNLRP5_1,Hbe,R2,T1,NLRP5,No,-0.0585887462089736,-,0.166666666666667,0.164429530201342,0.522976304615806
sgDDX20_3,Susa,R1,T6,DDX20,No,-0.0584674450448288,+,0.875850340136054,0.120805369127517,0.935257156553897
sgBOLA1_2,Susa,R1,T1,BOLA1,No,-0.0584400265745859,-,0.173469387755102,0.161073825503356,0.48289617860567
sgCGB1_4,Susa,R2,T6,CGB1,No,-0.0584343661503093,-,0.812925170068027,0.238255033557047,0.862398986440214
sgALG1_1,Hbe,R2,T1,ALG1,No,-0.0583598530509506,+,0.168367346938776,0.164429530201342,0.522976304615806
sgEXOSC7_4,Hbe,R1,T1,EXOSC7,No,-0.0583199701892458,+,0.17687074829932,0.191275167785235,0.474327146966169
sgZPR1_3,Susa,R1,T4,ZPR1,No,-0.0583084907273355,+,0.848639455782313,0.0822147651006711,0.941529128429895
sgMT1M_5,Susa,R1,T4,MT1M,No,-0.0582698385886196,-,0.848639455782313,0.0838926174496644,0.941529128429895
sgBANF2_4,Susa,R2,T2,BANF2,No,-0.058252719329754,-,0.414965986394558,0.24496644295302,0.594176596813222
sgGUK1_3,Susa,R1,T4,GUK1,No,-0.0582395072581825,+,0.850340136054422,0.0838926174496644,0.941529128429895
sgEXOSC7_5,Hbe,R2,T1,EXOSC7,No,-0.0581294230624669,+,0.170068027210884,0.164429530201342,0.522976304615806
sgC9orf16_3,Hbe,R2,T4,C9orf16,No,-0.0581172557497722,-,0.857142857142857,0.087248322147651,0.946659704150116
sgWDR61_1,Hbe,R1,T4,WDR61,No,-0.0581114135492116,+,0.869047619047619,0.0620805369127517,0.955950668858147
sgTCAIM_4,Susa,R1,T2,TCAIM,No,-0.0581081907976801,-,0.508503401360544,0.174496644295302,0.720084006757065
sgWDR61_5,Hbe,R2,T3,WDR61,No,-0.0580093163541751,+,0.801020408163265,0.11241610738255,0.910426083184952
sgCDC16_2,Hbe,R2,T6,CDC16,No,-0.057994207069848,+,0.880952380952381,0.0687919463087248,0.959497557412227
sgIL12B_4,Susa,R2,T1,IL12B,No,-0.0579860541164057,-,0.0799319727891157,0.229865771812081,0.343665822033511
sgNUDT5_3,Susa,R1,T1,NUDT5,No,-0.0579563385730966,-,0.173469387755102,0.162751677852349,0.48289617860567
sgAAR2_1,Susa,R2,T1,AAR2,No,-0.0578990376765534,-,0.0799319727891157,0.231543624161074,0.343665822033511
sgTRAPPC3_2,Susa,R1,T2,TRAPPC3,No,-0.0578391970690348,+,0.510204081632653,0.174496644295302,0.720084006757065
sgSOX1_2,Hbe,R1,T5,SOX1,No,-0.0578242092973842,-,0.877551020408163,0.0973154362416107,0.948229123864311
sgC9orf16_4,Susa,R1,T6,C9orf16,No,-0.0578233216568536,-,0.875850340136054,0.12248322147651,0.935257156553897
sgUBL5_1,Susa,R2,T3,UBL5,No,-0.0577963946471993,+,0.698979591836735,0.216442953020134,0.804724238688764
sgIL12B_6,Susa,R2,T1,IL12B,No,-0.057794318562999,-,0.0799319727891157,0.233221476510067,0.343665822033511
sgSOX1_2,Hbe,R1,T4,SOX1,No,-0.0576837163597432,-,0.869047619047619,0.063758389261745,0.955950668858147
sgST3GAL3_3,Hbe,R1,T1,ST3GAL3,No,-0.057680660472637,-,0.17687074829932,0.192953020134228,0.474327146966169
sgEIF4E2_4,Susa,R2,T1,EIF4E2,No,-0.0576663530679689,-,0.0799319727891157,0.23489932885906,0.343665822033511
sgPTEN_1,Hbe,R2,T2,PTEN,No,-0.0576477423337654,-,0.55952380952381,0.12751677852349,0.806402091037757
sgUBQLN3_5,Susa,R2,T3,UBQLN3,No,-0.0575820762122263,-,0.698979591836735,0.218120805369128,0.804724238688764
sgALG1_4,Hbe,R1,T3,ALG1,No,-0.0575653371760159,+,0.801020408163265,0.0805369127516778,0.922673263936447
sgWDR61_2,Hbe,R2,T3,WDR61,No,-0.0575651605375782,+,0.802721088435374,0.11241610738255,0.910426083184952
sgMRPS34_1,Hbe,R1,T4,MRPS34,No,-0.0575582478144718,+,0.870748299319728,0.063758389261745,0.955950668858147
sgGFM1_4,Susa,R1,T2,GFM1,No,-0.0575473604812315,+,0.511904761904762,0.174496644295302,0.720084006757065
sgMRPS34_2,Hbe,R2,T5,MRPS34,No,-0.0574007336047599,+,0.884353741496599,0.0822147651006711,0.954238574624481
sgLAS1L_1,Hbe,R2,T2,LAS1L,No,-0.057368723338493,+,0.561224489795918,0.12751677852349,0.806402091037757
sgVPS25_2,Susa,R2,T3,VPS25,No,-0.0573344386991326,+,0.700680272108844,0.218120805369128,0.804724238688764
sgPHF19_2,Susa,R2,T3,PHF19,No,-0.0573164217546744,-,0.700680272108844,0.219798657718121,0.804724238688764
sgUSP39_4,Hbe,R2,T1,USP39,No,-0.0572855573782931,+,0.171768707482993,0.164429530201342,0.522976304615806
sgPOMZP3_5,Susa,R2,T1,POMZP3,No,-0.0572180961569622,-,0.0799319727891157,0.236577181208054,0.343665822033511
sgEIF4E2_5,Hbe,R1,T5,EIF4E2,No,-0.0571955604177607,-,0.877551020408163,0.098993288590604,0.948229123864311
sgXAB2_4,Susa,R1,T5,XAB2,No,-0.0571781305780084,+,0.884353741496599,0.098993288590604,0.94936481303931
sgSNX16_1,Hbe,R2,T3,SNX16,No,-0.0571675652254311,-,0.802721088435374,0.114093959731544,0.910426083184952
sgCDC16_3,Susa,R1,T2,CDC16,No,-0.0570657470902789,+,0.513605442176871,0.174496644295302,0.720084006757065
sgAIG1_3,Susa,R2,T3,AIG1,No,-0.0569203411353327,-,0.700680272108844,0.221476510067114,0.804724238688764
sgPRB1_5,Hbe,R1,T5,PRB1,No,-0.0569123714396591,-,0.877551020408163,0.100671140939597,0.948229123864311
sgVPS25_3,Susa,R1,T4,VPS25,No,-0.0568876737009925,+,0.852040816326531,0.0838926174496644,0.941529128429895
sgPICALM_6,Susa,R1,T6,PICALM,No,-0.0568829719295039,-,0.875850340136054,0.124161073825503,0.935257156553897
sgTOP1_3,Susa,R1,T2,TOP1,No,-0.056782836883658,+,0.51530612244898,0.174496644295302,0.720084006757065
sgTOP1_1,Hbe,R2,T1,TOP1,No,-0.0567670008489221,+,0.173469387755102,0.164429530201342,0.522976304615806
sgIPO13_6,Susa,R1,T5,IPO13,No,-0.0567474034888038,+,0.886054421768708,0.098993288590604,0.94936481303931
sgCDC16_1,Susa,R1,T2,CDC16,No,-0.0567374697617873,+,0.517006802721088,0.174496644295302,0.720084006757065
sgATR_3,Hbe,R2,T6,ATR,No,-0.0566911536860597,+,0.88265306122449,0.0687919463087248,0.959497557412227
sgPES1_2,Hbe,R2,T5,PES1,No,-0.0566753541118989,+,0.886054421768708,0.0822147651006711,0.954238574624481
sgST3GAL3_4,Susa,R2,T6,ST3GAL3,No,-0.0566703807206703,-,0.812925170068027,0.23993288590604,0.862398986440214
